ID	Name_submitted	Overall_score	Name_matched_id	Name_matched	Name_score	Name_matched_rank	Author_submitted	Author_matched	Author_score	Canonical_author	Name_matched_accepted_family	Genus_submitted	Genus_matched	Genus_score	Specific_epithet_submitted	Specific_epithet_matched	Specific_epithet_score	Family_submitted	Family_matched	Family_score	Infraspecific_rank	Infraspecific_epithet_matched	Infraspecific_epithet_score	Infraspecific_rank_2	Infraspecific_epithet_2_matched	Infraspecific_epithet_2_score	Annotations	Unmatched_terms	Name_matched_url	Name_matched_lsid	Phonetic	Taxonomic_status	Accepted_name	Accepted_species	Accepted_name_author	Accepted_name_id	Accepted_name_rank	Accepted_name_url	Accepted_name_lsid	Accepted_family	Overall_score_order	Highertaxa_score_order	Source	Warnings
1	"'Arecaceae Mauritia'"	1.0413861922097	1633700	Mauritia	1.0413861922097	genus				"L. f."	Arecaceae		Mauritia	1				Arecaceae	Arecaceae	1								'	http://www.tropicos.org/Name/40015082		Y	Accepted	Mauritia		"L. f."	1633700	genus	http://www.tropicos.org/Name/40015082		Arecaceae	1	1	tropicos	0
1	"'Arecaceae Mauritia'"	1.0413861922097	1139545	Mauritia	1.0413861922097	genus					Arecaceae		Mauritia	1				Arecaceae	Arecaceae	1								'	http://www.theplantlist.org/tpl1.1/search?q=Mauritia		Y	Accepted	Mauritia			1139545	genus	http://www.theplantlist.org/tpl1.1/search?q=Mauritia		Arecaceae	2	2	tpl	0
1	"'Arecaceae Mauritia'"	1.0413861922097	1139545	Mauritia	1.0413861922097	genus					Arecaceae		Mauritia	1				Arecaceae	Arecaceae	1								'	http://plants.usda.gov/java/profile?symbol=MAURI		Y	Accepted	Mauritia			1139545	genus	http://plants.usda.gov/java/profile?symbol=MAURI		Arecaceae	3	3	usda	0
1	"'Arecaceae Mauritia'"	1.0413861922097	1139545	Mauritia	1.0413861922097	genus					Arecaceae		Mauritia	1				Arecaceae	Arecaceae	1								'	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=93292		Y	Accepted	Mauritia			1139545	genus	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=93292		Arecaceae	4	4	ncbi	0
2	"'Solanaceae Solanum bipatens Dunal'"	0.9	1655267	Solanaceae	1	family				Juss.	Solanaceae							Solanaceae	Solanaceae	1								"'Solanum bipatens Dunal"	http://www.tropicos.org/Name/42000282		Y	Accepted	Solanaceae		Juss.	1655267	family	http://www.tropicos.org/Name/42000282		Solanaceae	1	1	tropicos	0
2	"'Solanaceae Solanum bipatens Dunal'"	0.9	1148482	Solanaceae	1	family												Solanaceae	Solanaceae	1								"'Solanum bipatens Dunal"	http://www.theplantlist.org/tpl1.1/search?q=Solanaceae		Y	Accepted	Solanaceae			1148482	family	http://www.theplantlist.org/tpl1.1/search?q=Solanaceae			2	2	tpl	0
2	"'Solanaceae Solanum bipatens Dunal'"	0.9	1148482	Solanaceae	1	family												Solanaceae	Solanaceae	1								"'Solanum bipatens Dunal"	http://plants.usda.gov/java/nameSearch		Y	Accepted	Solanaceae			1148482	family	http://plants.usda.gov/java/nameSearch			3	3	usda	0
2	"'Solanaceae Solanum bipatens Dunal'"	0.9	1148482	Solanaceae	1	family												Solanaceae	Solanaceae	1								"'Solanum bipatens Dunal"	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=4070		Y	Accepted	Solanaceae			1148482	family	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=4070			4	4	ncbi	0
2	"'Solanaceae Solanum bipatens Dunal'"	0.76164033994183	1896034	Silenaceae	0.86164033994183	family				Bartl.	Silenaceae							Solanaceae	Silenaceae	0.8								"'Solanum bipatens Dunal"	http://www.tropicos.org/Name/100353256			"No opinion"									5	5	tropicos	0
3	"'HYPOPTERYGIACEAE Hypopterygium incrassatolimbatum MÃ¼ll. Hal.'"	0.9	1578351	Hypopterygiaceae	1	family				Mitt.	Hypopterygiaceae							Hypopterygiaceae	Hypopterygiaceae	1								"'Hypopterygium incrassatolimbatum MÃ¼ll. Hal."	http://www.tropicos.org/Name/35002752		Y	Accepted	Hypopterygiaceae		Mitt.	1578351	family	http://www.tropicos.org/Name/35002752		Hypopterygiaceae	1	1	tropicos	0
3	"'HYPOPTERYGIACEAE Hypopterygium incrassatolimbatum MÃ¼ll. Hal.'"	0.9	1148206	Hypopterygiaceae	1	family												Hypopterygiaceae	Hypopterygiaceae	1								"'Hypopterygium incrassatolimbatum MÃ¼ll. Hal."	http://www.theplantlist.org/tpl1.1/search?q=Hypopterygiaceae		Y	Accepted	Hypopterygiaceae			1148206	family	http://www.theplantlist.org/tpl1.1/search?q=Hypopterygiaceae			2	2	tpl	0
3	"'HYPOPTERYGIACEAE Hypopterygium incrassatolimbatum MÃ¼ll. Hal.'"	0.9	1148206	Hypopterygiaceae	1	family												Hypopterygiaceae	Hypopterygiaceae	1								"'Hypopterygium incrassatolimbatum MÃ¼ll. Hal."	http://plants.usda.gov/java/nameSearch		Y	Accepted	Hypopterygiaceae			1148206	family	http://plants.usda.gov/java/nameSearch			3	3	usda	0
3	"'HYPOPTERYGIACEAE Hypopterygium incrassatolimbatum MÃ¼ll. Hal.'"	0.9	1148206	Hypopterygiaceae	1	family												Hypopterygiaceae	Hypopterygiaceae	1								"'Hypopterygium incrassatolimbatum MÃ¼ll. Hal."	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=69529		Y	Accepted	Hypopterygiaceae			1148206	family	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=69529			4	4	ncbi	0
4	"'Helotiaceae Diplothrix juniperifolia'"	0.9	1903607	Helotiaceae	1	family					Helotiaceae							Helotiaceae	Helotiaceae	1								"'Diplothrix juniperifolia"	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=5181		Y	Accepted	Helotiaceae			1903607	family	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=5181		Helotiaceae	1	1	ncbi	0
4	"'Helotiaceae Diplothrix juniperifolia'"	0.9	1903607	Helotiaceae	1	family					Helotiaceae							Helotiaceae	Helotiaceae	1								"'Diplothrix juniperifolia"	http://www.tropicos.org/Name/100370562		Y	"No opinion"									2	2	tropicos	0
4	"'Helotiaceae Diplothrix juniperifolia'"	0.86542355975219	1578428	Helodiaceae	0.96542355975219	family				Ochyra	Helodiaceae							Helotiaceae	Helodiaceae	0.90909090909091								"'Diplothrix juniperifolia"	http://www.tropicos.org/Name/35002832			Accepted	Helodiaceae		Ochyra	1578428	family	http://www.tropicos.org/Name/35002832		Helodiaceae	3	3	tropicos	0
4	"'Helotiaceae Diplothrix juniperifolia'"	0.86542355975219	1998058	Helodiaceae	0.96542355975219	family												Helotiaceae	Helodiaceae	0.90909090909091								"'Diplothrix juniperifolia"	http://plants.usda.gov/java/nameSearch			Accepted	Helodiaceae			1998058	family	http://plants.usda.gov/java/nameSearch			4	4	usda	0
4	"'Helotiaceae Diplothrix juniperifolia'"	0.86542355975219	1998058	Helodiaceae	0.96542355975219	family												Helotiaceae	Helodiaceae	0.90909090909091								"'Diplothrix juniperifolia"	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=119552			Accepted	Helodiaceae			1998058	family	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=119552			5	5	ncbi	0
4	"'Helotiaceae Diplothrix juniperifolia'"	0.78687132927296	1896433	Heleniaceae	0.88687132927296	family				Raf.	Heleniaceae							Helotiaceae	Heleniaceae	0.81818181818182								"'Diplothrix juniperifolia"	http://www.tropicos.org/Name/100353691			"No opinion"									6	6	tropicos	0
4	"'Helotiaceae Diplothrix juniperifolia'"	0.78687132927296	1896438	Helosaceae	0.88687132927296	family				Endl.	Helosaceae							Helotiaceae	Helosaceae	0.81818181818182								"'Diplothrix juniperifolia"	http://www.tropicos.org/Name/100353696			"No opinion"									7	7	tropicos	0
4	"'Helotiaceae Diplothrix juniperifolia'"	0.78687132927296	1731017	Heloseaceae	0.88687132927296	family				"(Schott & Endl.) Tiegh. ex Reveal & Hoogland"	Heloseaceae							Helotiaceae	Heloseaceae	0.81818181818182								"'Diplothrix juniperifolia"	http://www.tropicos.org/Name/50168763			"No opinion"									8	8	tropicos	0
5	"'Arecaceae Leopoldinia pulchra Mart.'"	0.9	1655323	Arecaceae	1	family				"Bercht. & J. Presl"	Arecaceae							Arecaceae	Arecaceae	1								"'Leopoldinia pulchra Mart."	http://www.tropicos.org/Name/42000339		Y	Accepted	Arecaceae		"Bercht. & J. Presl"	1655323	family	http://www.tropicos.org/Name/42000339		Arecaceae	1	1	tropicos	0
5	"'Arecaceae Leopoldinia pulchra Mart.'"	0.9	1147956	Arecaceae	1	family												Arecaceae	Arecaceae	1								"'Leopoldinia pulchra Mart."	http://www.theplantlist.org/tpl1.1/search?q=Arecaceae		Y	Accepted	Arecaceae			1147956	family	http://www.theplantlist.org/tpl1.1/search?q=Arecaceae			2	2	tpl	0
5	"'Arecaceae Leopoldinia pulchra Mart.'"	0.9	1147956	Arecaceae	1	family												Arecaceae	Arecaceae	1								"'Leopoldinia pulchra Mart."	http://plants.usda.gov/java/nameSearch		Y	Accepted	Arecaceae			1147956	family	http://plants.usda.gov/java/nameSearch			3	3	usda	0
5	"'Arecaceae Leopoldinia pulchra Mart.'"	0.9	1147956	Arecaceae	1	family												Arecaceae	Arecaceae	1								"'Leopoldinia pulchra Mart."	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=4710		Y	Accepted	Arecaceae			1147956	family	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=4710			4	4	ncbi	0
5	"'Arecaceae Leopoldinia pulchra Mart.'"	0.72523657116296	1655243	Aceraceae	0.82523657116296	family				Juss.	Aceraceae							Arecaceae	Aceraceae	0.77777777777778								"'Leopoldinia pulchra Mart."	http://www.tropicos.org/Name/42000258			Accepted	Aceraceae		Juss.	1655243	family	http://www.tropicos.org/Name/42000258		Aceraceae	5	5	tropicos	0
5	"'Arecaceae Leopoldinia pulchra Mart.'"	0.72523657116296	1998001	Aceraceae	0.82523657116296	family												Arecaceae	Aceraceae	0.77777777777778								"'Leopoldinia pulchra Mart."	http://plants.usda.gov/java/nameSearch			Accepted	Aceraceae			1998001	family	http://plants.usda.gov/java/nameSearch			6	6	usda	0
5	"'Arecaceae Leopoldinia pulchra Mart.'"	0.72523657116296	1998001	Aceraceae	0.82523657116296	family												Arecaceae	Aceraceae	0.77777777777778								"'Leopoldinia pulchra Mart."	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=910345			Accepted	Aceraceae			1998001	family	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=910345			7	7	ncbi	0
5	"'Arecaceae Leopoldinia pulchra Mart.'"	0.72523657116296	1655327	Araceae	0.82523657116296	family				Juss.	Araceae							Arecaceae	Araceae	0.77777777777778								"'Leopoldinia pulchra Mart."	http://www.tropicos.org/Name/42000343			Accepted	Araceae		Juss.	1655327	family	http://www.tropicos.org/Name/42000343		Araceae	8	8	tropicos	0
5	"'Arecaceae Leopoldinia pulchra Mart.'"	0.72523657116296	1147952	Araceae	0.82523657116296	family												Arecaceae	Araceae	0.77777777777778								"'Leopoldinia pulchra Mart."	http://www.theplantlist.org/tpl1.1/search?q=Araceae			Accepted	Araceae			1147952	family	http://www.theplantlist.org/tpl1.1/search?q=Araceae			9	9	tpl	0
5	"'Arecaceae Leopoldinia pulchra Mart.'"	0.72523657116296	1147952	Araceae	0.82523657116296	family												Arecaceae	Araceae	0.77777777777778								"'Leopoldinia pulchra Mart."	http://plants.usda.gov/java/nameSearch			Accepted	Araceae			1147952	family	http://plants.usda.gov/java/nameSearch			10	10	usda	0
5	"'Arecaceae Leopoldinia pulchra Mart.'"	0.72523657116296	1147952	Araceae	0.82523657116296	family												Arecaceae	Araceae	0.77777777777778								"'Leopoldinia pulchra Mart."	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=4454			Accepted	Araceae			1147952	family	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=4454			11	11	ncbi	0
5	"'Arecaceae Leopoldinia pulchra Mart.'"	0.72523657116296	1717922	Avenaceae	0.82523657116296	family				"Bercht. & C. Presl"	Avenaceae							Arecaceae	Avenaceae	0.77777777777778								"'Leopoldinia pulchra Mart."	http://www.tropicos.org/Name/50141697			"No opinion"									12	12	tropicos	0
6	"'Melastomataceae Leandra schenckii'"	0.9	1655187	Melastomataceae	1	family				Juss.	Melastomataceae							Melastomataceae	Melastomataceae	1								"'Leandra schenckii"	http://www.tropicos.org/Name/42000202		Y	Accepted	Melastomataceae		Juss.	1655187	family	http://www.tropicos.org/Name/42000202		Melastomataceae	1	1	tropicos	0
6	"'Melastomataceae Leandra schenckii'"	0.9	1148282	Melastomataceae	1	family												Melastomataceae	Melastomataceae	1								"'Leandra schenckii"	http://www.theplantlist.org/tpl1.1/search?q=Melastomataceae		Y	Accepted	Melastomataceae			1148282	family	http://www.theplantlist.org/tpl1.1/search?q=Melastomataceae			2	2	tpl	0
6	"'Melastomataceae Leandra schenckii'"	0.9	1148282	Melastomataceae	1	family												Melastomataceae	Melastomataceae	1								"'Leandra schenckii"	http://plants.usda.gov/java/nameSearch		Y	Accepted	Melastomataceae			1148282	family	http://plants.usda.gov/java/nameSearch			3	3	usda	0
6	"'Melastomataceae Leandra schenckii'"	0.9	1148282	Melastomataceae	1	family												Melastomataceae	Melastomataceae	1								"'Leandra schenckii"	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=39998		Y	Accepted	Melastomataceae			1148282	family	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=39998			4	4	ncbi	0
7	"'Hydnocarpus macrocarpa'"																											"'Hydnocarpus macrocarpa"													1	1		0
8	"'Campyliaceae Warnstorfia trichophylla (Warnst. ) Tuom. & T. J. Kop.'"	0.9	1615364	Campyliaceae	1	family				"(Kanda) W.R. Buck"	Campyliaceae							Campyliaceae	Campyliaceae	1								"'Warnstorfia trichophylla (Warnst. ) Tuom. & T. J. Kop."	http://www.tropicos.org/Name/35206027		Y	Accepted	Campyliaceae		"(Kanda) W.R. Buck"	1615364	family	http://www.tropicos.org/Name/35206027		Campyliaceae	1	1	tropicos	0
8	"'Campyliaceae Warnstorfia trichophylla (Warnst. ) Tuom. & T. J. Kop.'"	0.9	2160885	Campyliaceae	1	unknown												Campyliaceae	Campyliaceae	1								"'Warnstorfia trichophylla (Warnst. ) Tuom. & T. J. Kop."	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=52997		Y	Synonym	Amblystegiaceae			1147929	family	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=52997			2	2	ncbi	0
8	"'Campyliaceae Warnstorfia trichophylla (Warnst. ) Tuom. & T. J. Kop.'"	0.80498550860639	1896206	Camelliaceae	0.90498550860639	family				Mirb.	Camelliaceae							Campyliaceae	Camelliaceae	0.83333333333333								"'Warnstorfia trichophylla (Warnst. ) Tuom. & T. J. Kop."	http://www.tropicos.org/Name/100353432			"No opinion"									3	3	tropicos	0
9	"'Piper arboreum Aubl.'"																											"'Piper arboreum Aubl."													1	1		0
10	"'Poaceae Pseudochaetochloa australiensis Hitchc.'"	0.9	1655341	Poaceae	1	family				Barnhart	Poaceae							Poaceae	Poaceae	1								"'Pseudochaetochloa australiensis Hitchc."	http://www.tropicos.org/Name/42000357		Y	Accepted	Poaceae		Barnhart	1655341	family	http://www.tropicos.org/Name/42000357		Poaceae	1	1	tropicos	0
10	"'Poaceae Pseudochaetochloa australiensis Hitchc.'"	0.9	1148393	Poaceae	1	family												Poaceae	Poaceae	1								"'Pseudochaetochloa australiensis Hitchc."	http://www.theplantlist.org/tpl1.1/search?q=Poaceae		Y	Accepted	Poaceae			1148393	family	http://www.theplantlist.org/tpl1.1/search?q=Poaceae			2	2	tpl	0
10	"'Poaceae Pseudochaetochloa australiensis Hitchc.'"	0.9	1148393	Poaceae	1	family												Poaceae	Poaceae	1								"'Pseudochaetochloa australiensis Hitchc."	http://plants.usda.gov/java/nameSearch		Y	Accepted	Poaceae			1148393	family	http://plants.usda.gov/java/nameSearch			3	3	usda	0
10	"'Poaceae Pseudochaetochloa australiensis Hitchc.'"	0.9	1148393	Poaceae	1	family												Poaceae	Poaceae	1								"'Pseudochaetochloa australiensis Hitchc."	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=4479		Y	Accepted	Poaceae			1148393	family	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=4479			4	4	ncbi	0
10	"'Poaceae Pseudochaetochloa australiensis Hitchc.'"	0.9	1736662	Poaceae	1	family				Caruel	Poaceae							Poaceae	Poaceae	1								"'Pseudochaetochloa australiensis Hitchc."	http://www.tropicos.org/Name/50181957		Y	"No opinion"									5	5	tropicos	0
10	"'Poaceae Pseudochaetochloa australiensis Hitchc.'"	0.72523657116296	1998117	Psoraceae	0.82523657116296	family												Poaceae	Psoraceae	0.77777777777778								"'Pseudochaetochloa australiensis Hitchc."	http://plants.usda.gov/java/nameSearch			Accepted	Psoraceae			1998117	family	http://plants.usda.gov/java/nameSearch			6	6	usda	0
10	"'Poaceae Pseudochaetochloa australiensis Hitchc.'"	0.72523657116296	1998117	Psoraceae	0.82523657116296	family												Poaceae	Psoraceae	0.77777777777778								"'Pseudochaetochloa australiensis Hitchc."	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=258890			Accepted	Psoraceae			1998117	family	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=258890			7	7	ncbi	0
10	"'Poaceae Pseudochaetochloa australiensis Hitchc.'"	0.72523657116296	1896697	Podoaceae	0.82523657116296	family				"Baill. ex Franch."	Podoaceae							Poaceae	Podoaceae	0.77777777777778								"'Pseudochaetochloa australiensis Hitchc."	http://www.tropicos.org/Name/100353988			"No opinion"									8	8	tropicos	0
10	"'Poaceae Pseudochaetochloa australiensis Hitchc.'"	0.72523657116296	1896708	Pothaceae	0.82523657116296	family				Raf.	Pothaceae							Poaceae	Pothaceae	0.77777777777778								"'Pseudochaetochloa australiensis Hitchc."	http://www.tropicos.org/Name/100353999			"No opinion"									9	9	tropicos	0
10	"'Poaceae Pseudochaetochloa australiensis Hitchc.'"	0.72523657116296	1913975	Psoraceae	0.82523657116296	family				Zahlbr.	Psoraceae							Poaceae	Psoraceae	0.77777777777778								"'Pseudochaetochloa australiensis Hitchc."	http://www.tropicos.org/Name/100386627			"No opinion"									10	10	tropicos	0
10	"'Poaceae Pseudochaetochloa australiensis Hitchc.'"	0.67149326622765	1794463	Peraceae	0.77149326622765	family				Klotzsch	Peraceae							Poaceae	Peraceae	0.75								"'Pseudochaetochloa australiensis Hitchc."	http://www.tropicos.org/Name/50308055			Accepted	Peraceae		Klotzsch	1794463	family	http://www.tropicos.org/Name/50308055		Peraceae	11	11	tropicos	0
10	"'Poaceae Pseudochaetochloa australiensis Hitchc.'"	0.67149326622765	1148362	Peraceae	0.77149326622765	family												Poaceae	Peraceae	0.75								"'Pseudochaetochloa australiensis Hitchc."	http://www.theplantlist.org/tpl1.1/search?q=Peraceae			Accepted	Peraceae			1148362	family	http://www.theplantlist.org/tpl1.1/search?q=Peraceae			12	12	tpl	0
10	"'Poaceae Pseudochaetochloa australiensis Hitchc.'"	0.67149326622765	1148362	Peraceae	0.77149326622765	family												Poaceae	Peraceae	0.75								"'Pseudochaetochloa australiensis Hitchc."	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=629717			Accepted	Peraceae			1148362	family	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=629717			13	13	ncbi	0
10	"'Poaceae Pseudochaetochloa australiensis Hitchc.'"	0.67149326622765	1655401	Pinaceae	0.77149326622765	family				"Spreng. ex Rudolphi"	Pinaceae							Poaceae	Pinaceae	0.75								"'Pseudochaetochloa australiensis Hitchc."	http://www.tropicos.org/Name/42000417			Accepted	Pinaceae		"Spreng. ex Rudolphi"	1655401	family	http://www.tropicos.org/Name/42000417		Pinaceae	14	14	tropicos	0
10	"'Poaceae Pseudochaetochloa australiensis Hitchc.'"	0.67149326622765	1148380	Pinaceae	0.77149326622765	family												Poaceae	Pinaceae	0.75								"'Pseudochaetochloa australiensis Hitchc."	http://www.theplantlist.org/tpl1.1/search?q=Pinaceae			Accepted	Pinaceae			1148380	family	http://www.theplantlist.org/tpl1.1/search?q=Pinaceae			15	15	tpl	0
10	"'Poaceae Pseudochaetochloa australiensis Hitchc.'"	0.67149326622765	1148380	Pinaceae	0.77149326622765	family												Poaceae	Pinaceae	0.75								"'Pseudochaetochloa australiensis Hitchc."	http://plants.usda.gov/java/nameSearch			Accepted	Pinaceae			1148380	family	http://plants.usda.gov/java/nameSearch			16	16	usda	0
10	"'Poaceae Pseudochaetochloa australiensis Hitchc.'"	0.67149326622765	1148380	Pinaceae	0.77149326622765	family												Poaceae	Pinaceae	0.75								"'Pseudochaetochloa australiensis Hitchc."	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=3318			Accepted	Pinaceae			1148380	family	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=3318			17	17	ncbi	0
10	"'Poaceae Pseudochaetochloa australiensis Hitchc.'"	0.67149326622765	1758709	Pinaceae	0.77149326622765	family				Lindl.	Pinaceae							Poaceae	Pinaceae	0.75								"'Pseudochaetochloa australiensis Hitchc."	http://www.tropicos.org/Name/50229909			"No opinion"									18	18	tropicos	0
10	"'Poaceae Pseudochaetochloa australiensis Hitchc.'"	0.67149326622765	1896720	Pyraceae	0.77149326622765	family				Vest	Pyraceae							Poaceae	Pyraceae	0.75								"'Pseudochaetochloa australiensis Hitchc."	http://www.tropicos.org/Name/100354011			"No opinion"									19	19	tropicos	0
11	"'Juglandaceae Engelhardia spicata var. colebrookeana (Lindl. ex Wall. ) Koord. & Valeton'"	0.9	1655043	Juglandaceae	1	family				"DC. ex Perleb"	Juglandaceae							Juglandaceae	Juglandaceae	1								"'Engelhardia spicata var. colebrookeana (Lindl. ex Wall. ) Koord. & Valeton"	http://www.tropicos.org/Name/42000058		Y	Accepted	Juglandaceae		"DC. ex Perleb"	1655043	family	http://www.tropicos.org/Name/42000058		Juglandaceae	1	1	tropicos	0
11	"'Juglandaceae Engelhardia spicata var. colebrookeana (Lindl. ex Wall. ) Koord. & Valeton'"	0.9	1148219	Juglandaceae	1	family												Juglandaceae	Juglandaceae	1								"'Engelhardia spicata var. colebrookeana (Lindl. ex Wall. ) Koord. & Valeton"	http://www.theplantlist.org/tpl1.1/search?q=Juglandaceae		Y	Accepted	Juglandaceae			1148219	family	http://www.theplantlist.org/tpl1.1/search?q=Juglandaceae			2	2	tpl	0
11	"'Juglandaceae Engelhardia spicata var. colebrookeana (Lindl. ex Wall. ) Koord. & Valeton'"	0.9	1148219	Juglandaceae	1	family												Juglandaceae	Juglandaceae	1								"'Engelhardia spicata var. colebrookeana (Lindl. ex Wall. ) Koord. & Valeton"	http://plants.usda.gov/java/nameSearch		Y	Accepted	Juglandaceae			1148219	family	http://plants.usda.gov/java/nameSearch			3	3	usda	0
11	"'Juglandaceae Engelhardia spicata var. colebrookeana (Lindl. ex Wall. ) Koord. & Valeton'"	0.9	1148219	Juglandaceae	1	family												Juglandaceae	Juglandaceae	1								"'Engelhardia spicata var. colebrookeana (Lindl. ex Wall. ) Koord. & Valeton"	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=16714		Y	Accepted	Juglandaceae			1148219	family	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=16714			4	4	ncbi	0
12	"'Malvaceae Hibiscus '\''Old Yella'\'''"	0.9	1655089	Malvaceae	1	family				Juss.	Malvaceae							Malvaceae	Malvaceae	1								"'Hibiscus \Old Yella\"	http://www.tropicos.org/Name/42000104		Y	Accepted	Malvaceae		Juss.	1655089	family	http://www.tropicos.org/Name/42000104		Malvaceae	1	1	tropicos	0
12	"'Malvaceae Hibiscus '\''Old Yella'\'''"	0.9	1148270	Malvaceae	1	family												Malvaceae	Malvaceae	1								"'Hibiscus \Old Yella\"	http://www.theplantlist.org/tpl1.1/search?q=Malvaceae		Y	Accepted	Malvaceae			1148270	family	http://www.theplantlist.org/tpl1.1/search?q=Malvaceae			2	2	tpl	0
12	"'Malvaceae Hibiscus '\''Old Yella'\'''"	0.9	1148270	Malvaceae	1	family												Malvaceae	Malvaceae	1								"'Hibiscus \Old Yella\"	http://plants.usda.gov/java/nameSearch		Y	Accepted	Malvaceae			1148270	family	http://plants.usda.gov/java/nameSearch			3	3	usda	0
12	"'Malvaceae Hibiscus '\''Old Yella'\'''"	0.9	1148270	Malvaceae	1	family												Malvaceae	Malvaceae	1								"'Hibiscus \Old Yella\"	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=3629		Y	Accepted	Malvaceae			1148270	family	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=3629			4	4	ncbi	0
12	"'Malvaceae Hibiscus '\''Old Yella'\'''"	0.85322410145539	1793078	Malaceae	0.95322410145539	family				Small	Malaceae							Malvaceae	Malaceae	0.88888888888889								"'Hibiscus \Old Yella\"	http://www.tropicos.org/Name/50304846			"No opinion"									5	5	tropicos	0
12	"'Malvaceae Hibiscus '\''Old Yella'\'''"	0.72523657116296	1655249	Meliaceae	0.82523657116296	family				Juss.	Meliaceae							Malvaceae	Meliaceae	0.77777777777778								"'Hibiscus \Old Yella\"	http://www.tropicos.org/Name/42000264			Accepted	Meliaceae		Juss.	1655249	family	http://www.tropicos.org/Name/42000264		Meliaceae	6	6	tropicos	0
12	"'Malvaceae Hibiscus '\''Old Yella'\'''"	0.72523657116296	1148283	Meliaceae	0.82523657116296	family												Malvaceae	Meliaceae	0.77777777777778								"'Hibiscus \Old Yella\"	http://www.theplantlist.org/tpl1.1/search?q=Meliaceae			Accepted	Meliaceae			1148283	family	http://www.theplantlist.org/tpl1.1/search?q=Meliaceae			7	7	tpl	0
12	"'Malvaceae Hibiscus '\''Old Yella'\'''"	0.72523657116296	1148283	Meliaceae	0.82523657116296	family												Malvaceae	Meliaceae	0.77777777777778								"'Hibiscus \Old Yella\"	http://plants.usda.gov/java/nameSearch			Accepted	Meliaceae			1148283	family	http://plants.usda.gov/java/nameSearch			8	8	usda	0
12	"'Malvaceae Hibiscus '\''Old Yella'\'''"	0.72523657116296	1148283	Meliaceae	0.82523657116296	family												Malvaceae	Meliaceae	0.77777777777778								"'Hibiscus \Old Yella\"	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=43707			Accepted	Meliaceae			1148283	family	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=43707			9	9	ncbi	0
